feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,label
37,9,21,10,3,7,35,0
12,6,43,48,25,11,13,0
30,39,43,47,40,41,19,1
27,34,16,11,2,47,27,0
3,24,28,34,9,10,36,0
30,23,21,45,17,14,10,0
21,15,18,14,17,10,40,0
11,32,43,35,48,37,36,1
42,21,37,16,5,24,15,0
39,13,40,22,38,26,13,1
37,14,41,37,38,9,16,1
49,10,3,45,25,15,35,1
1,28,32,10,6,35,21,0
38,34,19,41,47,11,10,1
23,28,9,33,30,1,7,0
44,31,11,38,45,15,17,1
8,32,45,49,19,25,38,1
36,49,9,25,43,14,5,1
39,40,24,24,39,29,7,1
49,43,36,25,12,5,26,1
37,6,40,27,32,41,25,1
14,9,17,25,18,18,41,0
34,34,3,10,11,30,21,0
13,34,7,41,2,45,34,1
21,38,21,16,34,49,10,1
33,43,17,30,46,30,49,1
2,7,48,48,11,46,29,1
23,26,11,43,18,37,33,1
12,20,4,21,1,20,8,0
37,39,13,31,26,43,23,1
14,44,45,39,3,37,5,1
1,35,11,40,39,49,45,1
6,18,27,41,25,45,26,1
10,16,41,13,23,23,48,0
18,31,5,24,21,2,16,0
7,10,9,14,23,20,16,0
1,22,16,37,49,9,46,1
23,42,24,2,44,3,46,1
44,16,9,40,42,15,43,1
16,23,9,15,25,20,38,0
25,7,33,21,3,10,17,0
39,43,47,16,40,16,21,1
43,6,1,2,13,29,13,0
42,17,8,30,16,26,27,0
22,14,19,43,21,29,17,0
12,3,16,35,3,15,47,0
4,6,4,49,46,33,11,0
38,17,8,45,44,38,29,1
43,17,27,5,17,19,11,0
16,31,14,26,13,22,7,0
47,48,48,33,24,37,38,1
5,40,43,28,38,46,42,1
34,38,34,13,49,44,37,1
32,14,12,23,33,5,30,0
44,44,41,49,37,20,40,1
24,43,32,24,28,23,18,1
38,42,35,32,4,36,27,1
40,4,39,28,8,16,17,0
32,23,28,4,22,28,42,1
11,2,41,30,5,23,20,0
22,17,14,11,9,23,23,0
3,9,28,18,30,44,22,0
2,47,2,38,20,34,34,1
42,43,5,12,25,46,34,1
42,39,28,20,2,35,30,1
46,25,10,14,49,20,37,1
45,24,23,47,39,4,2,1
45,37,18,30,6,47,18,1
4,4,20,12,32,41,16,0
5,22,7,45,44,26,41,1
43,47,46,11,47,17,45,1
29,12,30,35,8,19,47,1
49,19,30,14,22,31,36,1
21,15,11,8,13,4,33,0
22,7,8,31,40,27,12,0
13,5,27,42,44,22,11,0
47,41,46,7,35,33,22,1
48,25,36,16,41,37,4,1
15,13,32,10,31,32,37,0
13,9,11,46,21,39,39,1
32,49,38,41,23,30,30,1
44,44,21,34,47,9,2,1
41,1,41,47,44,34,48,1
42,33,38,14,38,31,25,1
32,4,4,26,45,11,37,0
23,40,7,27,38,38,46,1
42,2,10,2,16,36,45,0
25,33,39,4,47,16,35,1
24,11,2,19,18,11,46,0
43,42,34,14,11,14,38,1
3,1,21,15,32,44,27,0
3,8,19,23,19,41,31,0
45,33,4,37,43,34,49,1
26,29,20,10,1,34,37,0
1,17,26,12,43,30,32,0
44,36,44,43,42,13,36,1
16,41,15,48,2,36,44,1
29,25,29,24,48,10,46,1
29,1,5,5,1,42,16,0
33,44,18,32,44,39,48,1
34,12,22,17,32,41,48,1
34,5,31,15,33,1,26,0
18,30,38,3,25,6,5,0
17,28,49,20,5,48,28,1
27,9,16,2,17,3,40,0
7,36,49,35,38,1,15,1
10,38,32,13,8,1,15,0
11,45,21,45,15,36,11,1
15,13,27,33,14,11,9,0
49,6,18,28,13,19,2,0
32,34,46,9,35,1,39,1
42,1,26,45,5,18,20,0
38,21,19,46,49,16,10,1
31,39,42,1,23,34,14,1
40,44,6,29,44,30,1,1
35,14,2,6,19,36,26,0
19,1,22,45,26,35,39,1
29,29,28,10,35,29,14,0
26,17,9,34,46,12,26,0
11,21,2,1,40,33,20,0
23,34,23,45,29,45,3,1
2,38,3,15,40,4,9,0
41,9,8,34,9,4,31,0
48,23,29,10,12,49,7,1
17,41,44,32,43,41,35,1
42,2,10,6,31,21,11,0
15,45,16,1,25,43,6,0
6,31,17,47,38,32,19,1
42,6,32,44,48,12,15,1
2,31,4,30,16,5,30,0
39,29,46,49,33,6,14,1
25,26,49,40,16,8,36,1
2,24,11,26,24,46,14,0
34,33,42,31,8,28,49,1
3,2,21,23,40,28,37,0
13,26,23,27,21,29,40,1
40,44,36,18,9,40,21,1
49,9,17,19,23,36,13,0
10,20,4,7,21,15,2,0
43,10,9,32,33,46,6,1
38,19,7,18,13,4,34,0
49,1,23,30,32,29,33,1
20,18,4,19,27,6,29,0
27,44,9,26,38,49,13,1
17,27,25,6,4,31,33,0
3,22,19,6,8,39,47,0
2,19,48,21,4,18,23,0
16,33,1,25,45,34,7,0
11,22,17,23,14,14,38,0
5,33,41,29,25,2,10,0
36,18,21,12,8,3,41,0
22,5,22,23,13,46,32,0
20,6,1,33,8,46,38,0
16,9,16,47,5,13,39,0
35,40,4,23,17,11,32,0
45,29,37,33,39,14,1,1
47,38,36,12,29,26,13,1
9,4,24,26,24,23,47,0
2,20,4,16,38,27,7,0
1,36,33,45,13,2,13,0
2,24,3,39,2,33,39,0
40,14,27,22,31,18,46,1
39,8,45,29,5,24,22,0
29,45,25,2,49,16,25,1
5,20,48,10,23,26,31,0
20,5,46,10,15,46,43,1
29,30,28,29,15,36,24,1
19,45,6,21,35,37,43,1
17,10,6,40,38,39,22,0
19,43,21,25,26,31,24,1
30,33,15,34,45,37,28,1
21,33,39,7,20,31,28,1
38,49,5,19,42,8,25,1
27,10,2,2,31,10,19,0
29,43,30,10,2,15,35,0
39,12,24,29,37,4,18,0
46,45,46,23,20,15,29,1
40,23,43,12,33,24,28,1
1,20,7,32,18,45,21,0
1,10,10,31,27,48,33,0
35,42,16,5,5,36,5,0
36,31,9,31,35,21,39,1
41,8,2,19,13,24,22,0
49,12,48,47,20,38,30,1
31,7,44,14,31,13,48,1
7,35,30,6,18,10,38,0
30,23,23,18,5,41,15,0
43,28,30,46,25,18,29,1
23,43,41,44,8,41,32,1
7,36,20,36,37,21,24,1
34,33,20,32,9,33,19,1
38,34,48,29,18,47,14,1
4,40,12,22,2,19,22,0
48,15,25,18,18,7,13,0
6,49,12,42,15,7,6,0
6,4,15,42,17,7,17,0
15,28,29,38,32,3,5,0
44,4,36,12,4,13,28,0
33,42,11,35,42,15,22,1
34,31,35,45,37,22,26,1
45,45,44,37,8,31,38,1
45,18,28,15,10,11,8,0
32,25,34,30,3,15,15,0
46,23,22,40,13,24,28,1
14,48,9,13,14,20,27,0
43,42,9,48,42,14,24,1
19,21,20,12,27,19,39,0
11,24,22,28,17,9,10,0
32,23,27,7,19,8,21,0
5,14,7,31,2,46,4,0
10,11,11,12,34,29,38,0
10,22,10,44,3,46,17,0
48,17,13,43,18,17,24,1
37,49,32,28,43,45,40,1
17,3,6,5,48,20,36,0
37,39,10,29,26,41,10,1
28,14,42,17,16,17,27,0
36,29,13,41,15,23,32,1
34,17,37,41,21,2,49,1
19,30,31,24,18,7,25,0
13,28,29,5,11,35,26,0
45,25,27,15,7,36,21,1
18,44,28,36,49,35,23,1
47,11,23,46,27,36,32,1
20,13,16,35,34,40,6,0
30,22,44,21,9,6,43,0
20,46,6,34,25,17,31,1
11,2,7,4,11,42,44,0
49,27,15,41,27,47,19,1
40,36,43,5,28,6,43,1
19,23,6,36,33,35,26,1
17,48,47,49,30,15,4,1
1,28,39,23,22,33,4,0
12,14,8,8,49,49,2,0
17,40,18,6,9,32,11,0
31,33,14,16,47,28,21,1
37,6,25,21,23,39,7,0
7,8,20,29,32,35,42,0
8,40,20,45,25,11,46,1
7,47,8,34,27,27,24,0
1,44,24,22,7,25,15,0
16,27,42,15,12,35,48,1
17,23,10,11,7,3,42,0
25,25,23,43,10,7,27,0
14,15,4,18,10,46,19,0
24,33,16,42,21,37,2,0
6,7,18,43,14,13,12,0
40,49,29,9,16,26,39,1
36,19,10,21,44,41,37,1
24,7,39,17,49,8,2,0
25,41,39,12,38,41,27,1
10,7,1,11,44,33,29,0
41,35,49,9,14,25,8,1
40,4,37,25,8,11,24,0
28,23,20,18,22,8,36,0
29,6,10,42,11,45,43,1
43,39,2,33,26,27,1,0
14,34,42,30,24,28,31,1
14,27,21,45,38,35,37,1
3,34,12,10,32,33,20,0
15,23,41,1,22,6,28,0
10,6,13,17,10,28,44,0
41,27,6,23,31,24,32,1
25,34,13,8,45,41,1,0
19,23,27,12,41,5,35,0
22,5,14,49,26,11,12,0
40,11,37,14,19,18,12,0
31,43,20,14,14,1,27,0
36,29,7,6,7,5,37,0
14,42,29,16,33,43,15,1
29,47,43,31,25,2,1,1
22,29,12,18,47,44,4,1
39,14,42,28,6,22,1,0
36,47,23,6,26,15,32,1
12,37,1,21,31,15,37,0
26,7,44,26,16,42,29,1
45,21,29,6,7,46,29,1
14,44,49,4,1,13,26,0
35,23,8,3,8,28,25,0
10,12,21,1,3,16,38,0
11,7,12,35,25,22,33,0
5,26,20,28,4,38,11,0
38,10,18,40,17,10,49,1
1,16,49,2,32,19,48,0
39,12,29,13,45,9,28,0
46,12,29,41,49,35,45,1
27,43,16,3,9,29,6,0
26,42,9,38,5,15,49,1
13,2,34,41,26,18,29,0
2,3,33,42,16,45,29,0
34,22,31,40,42,18,11,1
16,21,46,11,47,29,30,1
41,20,4,10,1,49,8,0
45,41,31,6,31,22,34,1
31,41,17,34,9,3,16,0
49,45,30,25,16,6,34,1
30,20,15,13,1,2,35,0
1,30,9,24,28,5,38,0
23,21,38,19,13,20,5,0
13,42,24,33,15,43,2,0
16,45,36,6,4,5,1,0
49,18,35,6,19,44,24,1
37,49,20,1,6,5,45,0
7,32,41,27,8,48,25,1
30,14,13,27,6,16,47,0
29,19,38,40,48,8,41,1
7,16,13,33,31,11,43,0
32,19,5,16,43,33,21,0
8,9,27,13,15,43,37,0
19,45,13,37,39,27,13,1
11,48,43,46,29,3,30,1
45,42,37,21,47,30,24,1
25,34,21,41,7,49,8,1
5,37,2,42,26,43,15,0
11,20,9,35,14,10,13,0
2,15,24,1,4,10,42,0
45,1,27,20,29,40,38,1
8,5,20,25,29,29,6,0
12,33,24,24,19,18,22,0
33,42,25,43,12,33,48,1
30,40,25,14,4,19,25,0
21,47,15,6,14,38,21,0
48,23,24,16,15,41,40,1
42,34,11,40,30,21,10,1
23,10,35,37,42,14,2,0
28,39,42,43,31,10,49,1
29,30,41,38,32,25,20,1
34,44,8,21,3,12,30,0
28,45,37,18,24,4,41,1
21,47,40,7,43,46,16,1
17,33,38,32,13,29,45,1
24,18,20,9,23,14,34,0
41,18,8,41,28,43,32,1
24,23,29,5,24,3,29,0
35,18,10,38,39,25,3,0
48,6,11,13,2,22,5,0
3,36,33,31,17,28,14,0
45,32,2,13,15,32,18,0
43,4,19,4,20,1,8,0
49,39,37,46,3,48,9,1
45,30,27,40,42,2,28,1
43,15,11,17,29,20,46,1
46,31,26,37,41,13,41,1
22,48,30,30,17,23,28,1
20,20,41,40,43,6,48,1
6,21,9,39,17,29,5,0
1,32,49,47,2,20,15,0
9,18,34,1,19,30,15,0
8,46,14,18,8,8,48,0
15,33,33,7,47,42,49,1
9,22,45,23,19,29,38,1
46,38,47,1,43,47,7,1
4,46,23,28,40,42,10,1
14,30,48,49,42,31,23,1
12,37,48,36,17,13,24,1
2,37,22,29,19,33,47,1
13,26,45,37,6,8,13,0
18,13,45,39,15,39,49,1
22,18,23,16,21,9,43,0
47,29,35,5,36,8,12,0
23,24,4,9,32,40,43,0
25,27,17,46,28,21,46,1
1,2,25,27,29,28,49,0
20,9,29,26,29,34,49,1
17,7,42,35,28,49,17,1
5,22,31,31,5,6,23,0
49,16,39,7,7,33,14,0
40,2,26,42,39,13,4,0
35,26,39,2,8,47,4,0
19,9,14,48,40,5,49,1
10,41,43,2,42,10,49,1
30,17,25,39,38,10,20,1
16,35,5,8,41,33,38,1
40,15,17,48,40,5,24,1
45,2,18,39,5,14,32,0
7,37,39,12,29,19,29,0
49,37,11,11,41,5,9,0
16,23,7,16,41,22,15,0
26,24,20,8,17,36,34,0
33,35,45,27,45,24,49,1
23,45,47,30,22,34,23,1
13,10,12,3,38,32,9,0
25,43,16,7,40,34,33,1
26,36,42,36,33,39,35,1
28,22,26,43,20,10,17,0
31,36,40,38,18,14,42,1
38,1,44,12,45,14,41,1
39,43,6,49,29,17,33,1
20,41,26,44,42,25,6,1
8,31,36,4,42,49,34,1
40,40,4,12,43,9,34,1
17,32,7,34,39,44,26,1
29,26,15,31,21,49,17,1
20,27,8,2,19,33,31,0
33,38,18,26,28,15,16,0
35,43,22,23,30,42,9,1
34,14,25,32,6,13,17,0
32,7,35,11,14,13,12,0
26,10,3,48,26,9,34,0
16,18,48,11,11,21,3,0
37,46,38,49,35,35,22,1
27,17,26,11,32,18,17,0
12,37,3,19,45,48,42,1
14,44,27,45,16,37,13,1
9,43,1,2,44,49,11,0
21,35,25,39,43,19,11,1
32,18,2,18,46,31,7,0
40,34,45,46,43,16,41,1
45,39,35,5,22,22,46,1
11,19,33,1,1,39,32,0
37,47,29,31,19,3,18,1
9,36,22,43,42,18,23,1
6,45,4,17,39,33,18,0
44,18,45,8,24,11,3,0
26,23,16,45,17,38,7,0
32,40,14,36,23,31,38,1
9,38,11,36,4,5,16,0
9,3,38,26,25,13,28,0
8,14,44,7,48,26,39,1
1,35,10,9,16,30,3,0
4,41,23,10,41,31,45,1
5,23,48,45,24,7,1,0
4,33,3,5,11,32,36,0
39,37,9,9,47,36,45,1
43,14,4,28,45,46,47,1
13,12,35,4,34,44,3,0
19,25,39,38,29,34,17,1
30,34,3,42,17,15,33,0
10,12,29,10,33,6,1,0
49,6,44,15,7,7,21,0
27,2,46,30,33,38,8,1
15,35,19,23,31,40,14,1
24,11,41,21,18,46,6,0
16,16,1,6,26,14,15,0
14,48,47,13,7,3,2,0
8,14,30,36,2,27,15,0
11,14,10,37,9,41,3,0
42,11,29,1,18,20,12,0
24,1,45,28,8,32,25,0
27,28,10,15,22,42,41,1
33,6,5,36,26,19,46,0
22,5,18,7,16,22,25,0
24,15,26,48,30,49,3,1
49,31,5,34,33,11,10,0
13,31,41,33,48,48,39,1
10,40,42,33,2,2,21,0
5,16,47,26,15,14,3,0
31,13,30,16,29,25,47,1
27,7,31,45,12,30,16,0
18,5,41,38,37,22,11,0
5,46,1,45,31,22,35,1
16,31,16,19,43,10,12,0
11,7,2,44,27,23,44,0
4,42,7,37,29,28,34,1
27,6,29,13,27,33,38,0
37,36,15,31,20,47,32,1
15,39,41,29,7,26,17,0
7,11,1,30,10,7,27,0
30,27,38,6,7,4,27,0
36,39,3,22,9,12,13,0
23,16,32,26,4,17,28,0
24,8,15,20,22,19,9,0
48,36,49,32,44,16,47,1
10,35,8,29,46,28,22,1
14,40,44,15,11,22,28,0
2,44,22,9,42,49,8,1
36,1,31,23,5,35,29,0
30,27,27,6,44,27,24,1
37,49,14,1,1,36,36,0
12,24,25,26,33,25,34,1
42,18,45,27,6,24,26,1
32,21,33,32,6,48,26,1
48,2,30,20,10,47,22,1
45,20,42,45,7,28,38,1
27,37,5,3,16,29,13,0
24,27,19,46,14,49,42,1
7,49,42,38,22,26,11,1
21,14,18,23,5,43,46,0
49,42,19,49,21,6,42,1
46,30,12,36,46,2,9,1
34,30,20,37,10,25,12,0
32,7,29,5,24,13,13,0
36,12,47,45,45,46,1,1
25,22,13,44,11,20,8,0
41,46,14,36,19,14,24,1
32,6,22,6,7,43,13,0
37,14,48,8,33,46,25,1
27,7,30,49,4,46,45,1
1,19,4,40,11,7,14,0
38,6,1,18,27,35,48,0
5,14,18,40,16,1,19,0
38,47,30,39,4,31,25,1
27,32,17,7,2,42,37,0
3,25,8,41,38,3,38,0
25,17,7,28,23,8,26,0
40,34,13,36,20,37,16,1
29,44,35,2,21,48,19,1
41,49,10,39,10,38,37,1
35,25,48,48,28,28,41,1
34,36,25,40,26,36,36,1
45,7,5,48,39,13,11,0
32,27,22,32,41,7,42,1
20,19,14,27,41,42,27,1
7,47,20,5,2,9,37,0
5,27,20,5,36,11,2,0
24,48,1,4,37,47,25,1
8,32,7,5,1,44,40,0
48,15,38,2,41,34,28,1
21,7,32,12,33,48,40,1
38,32,16,14,16,6,18,0
15,30,3,21,48,43,13,0
49,3,19,35,41,18,25,1
7,48,12,33,29,6,33,0
41,31,49,42,42,37,14,1
8,21,4,1,10,23,42,0
23,37,39,7,21,25,19,0
39,37,43,24,6,11,40,1
19,13,25,44,29,43,13,1
20,33,19,26,11,49,32,1
7,7,26,38,22,3,20,0
3,4,16,5,10,31,18,0
10,32,12,25,34,1,1,0
39,2,8,29,36,19,38,0
7,30,15,2,12,28,6,0
38,49,19,32,16,13,36,1
22,13,34,16,29,49,12,0
30,17,19,2,49,34,45,1
46,3,48,2,5,22,44,0
14,30,9,46,48,38,32,1
36,5,8,47,16,29,34,0
21,40,11,7,1,37,19,0
38,44,3,39,20,16,14,0
38,22,23,23,12,8,46,0
44,19,33,13,10,31,8,0
37,26,13,31,35,21,47,1
32,28,48,15,21,2,6,0
9,28,5,14,31,43,12,0
4,31,23,32,7,30,29,0
13,5,32,30,42,31,38,1
4,37,42,31,27,23,42,1
33,28,32,27,12,24,20,1
8,27,31,44,14,3,34,0
29,7,8,45,16,48,15,0
29,16,4,25,9,30,25,0
6,43,16,14,6,1,15,0
43,33,30,21,49,29,34,1
10,7,37,10,8,7,22,0
11,36,24,27,36,23,33,1
23,12,13,49,27,49,5,1
18,16,19,13,33,36,8,0
8,43,34,17,18,24,14,0
10,21,9,7,23,40,43,0
26,37,35,39,31,22,20,1
5,42,18,43,19,40,8,0
3,36,45,46,45,39,21,1
4,8,21,31,32,5,34,0
47,44,41,23,30,15,5,1
14,41,23,6,36,29,4,0
4,22,26,31,31,2,27,0
10,21,9,24,2,11,12,0
11,21,47,44,46,27,34,1
15,33,43,44,35,26,27,1
41,4,44,42,6,39,36,1
23,41,12,26,36,8,25,0
13,35,30,33,42,46,5,1
34,36,3,5,49,26,36,1
28,6,13,16,23,45,49,1
33,24,32,38,24,46,24,1
48,25,31,30,43,15,36,1
47,37,30,25,37,46,34,1
27,27,14,12,41,27,17,0
12,35,38,17,47,46,4,1
46,8,40,40,37,5,21,1
31,15,4,35,47,2,22,0
19,34,46,19,18,19,45,1
20,25,6,25,22,32,32,0
6,27,2,31,40,35,39,1
14,19,45,42,23,16,31,1
38,32,41,39,44,22,38,1
16,14,11,6,35,22,29,0
30,14,21,45,38,36,42,1
42,4,6,43,34,25,41,1
16,37,21,8,27,3,43,0
14,13,30,48,49,25,10,1
39,38,23,5,4,34,35,1
35,44,24,32,18,28,41,1
4,14,30,30,15,13,29,0
26,2,6,49,28,12,37,0
4,20,1,16,42,13,27,0
1,22,38,17,10,45,25,0
41,48,34,7,31,2,28,1
24,16,10,15,45,47,16,0
20,30,10,7,23,44,25,0
30,37,27,14,16,21,2,0
7,2,41,3,13,18,27,0
47,23,37,23,3,21,22,1
4,8,38,12,42,39,29,0
18,45,35,15,48,15,10,1
17,36,33,42,44,9,42,1
16,30,20,23,12,27,40,0
9,46,23,11,42,23,36,1
22,13,41,21,37,28,30,1
39,33,9,28,29,27,8,0
46,29,5,22,27,42,13,1
14,11,31,35,40,10,27,0
12,16,30,8,46,6,10,0
7,11,25,44,31,40,33,1
13,20,28,49,42,24,41,1
25,28,14,17,6,35,6,0
10,9,6,14,35,20,38,0
35,22,15,27,16,35,27,1
49,47,36,47,24,10,32,1
43,28,4,16,25,23,17,0
11,9,38,35,9,47,7,0
35,41,39,9,42,17,14,1
28,20,18,38,30,42,35,1
27,48,24,28,43,2,49,1
36,31,48,9,31,47,27,1
10,28,14,9,37,4,29,0
35,44,39,17,7,30,48,1
48,16,10,41,20,5,10,0
6,44,35,24,25,45,24,1
49,21,7,45,2,24,46,1
46,36,23,31,11,12,15,0
9,41,43,13,1,11,36,0
47,46,23,46,32,46,2,1
3,19,37,47,21,23,28,1
41,48,25,22,36,43,29,1
23,13,35,3,38,25,21,0
7,33,27,3,49,38,3,0
43,17,46,32,5,44,14,1
3,48,32,28,7,22,32,0
8,46,6,7,21,15,31,0
40,15,30,15,37,4,43,1
30,36,10,6,49,29,24,1
39,39,11,23,42,1,22,1
15,25,11,19,6,2,43,0
9,11,21,30,20,3,30,0
9,22,48,13,44,12,4,0
19,10,49,36,29,45,45,1
20,1,35,30,30,25,34,0
42,34,40,12,27,36,14,1
2,22,45,3,12,42,38,0
20,37,1,13,31,19,4,0
44,9,41,12,4,21,19,0
14,15,26,34,31,16,47,1
33,33,42,44,13,2,10,1
17,35,34,31,40,2,19,1
17,42,18,42,25,47,25,1
49,20,1,9,42,35,19,0
16,40,12,44,14,41,26,1
29,49,27,46,44,24,19,1
21,8,46,22,22,21,45,1
24,26,5,9,39,31,30,0
9,30,16,20,8,23,7,0
5,36,5,15,37,40,17,0
21,26,4,30,14,14,26,0
22,20,14,13,42,44,47,1
5,48,38,43,31,11,12,1
32,37,43,29,41,23,34,1
12,6,6,2,34,30,16,0
34,15,9,33,28,18,39,1
45,19,12,28,17,14,7,0
38,38,41,19,6,28,15,1
28,19,9,3,47,46,46,1
42,23,48,34,21,36,6,1
49,30,32,48,41,2,5,1
34,38,10,17,31,43,41,1
8,15,9,44,8,42,33,0
16,7,6,5,8,43,20,0
15,22,27,11,3,48,45,0
5,9,13,19,1,20,7,0
37,3,49,35,20,24,13,1
12,24,29,42,31,12,43,1
43,17,48,4,49,41,42,1
20,4,15,39,6,1,29,0
23,7,43,9,15,28,15,0
43,48,22,17,34,5,39,1
19,24,28,13,41,27,49,1
48,36,32,40,36,49,42,1
43,38,23,46,40,16,1,1
28,3,5,49,12,42,13,0
6,24,24,1,19,36,44,0
18,45,24,8,16,24,16,0
22,43,23,43,5,1,1,0
27,30,43,46,2,1,45,1
34,20,1,8,47,37,6,0
22,25,29,43,1,33,6,0
21,48,23,36,9,18,40,1
7,35,16,40,30,25,37,1
45,33,23,42,2,25,41,1
17,8,1,44,45,45,43,1
28,49,13,35,43,32,34,1
31,10,37,31,45,37,26,1
41,37,13,13,6,15,21,0
27,1,43,7,14,5,21,0
18,4,49,48,16,2,33,0
14,34,26,33,30,30,45,1
14,23,33,27,46,23,42,1
33,9,16,45,14,37,6,0
27,16,41,7,20,7,32,0
34,20,30,28,12,33,18,0
5,18,49,11,23,8,1,0
42,42,11,48,32,28,31,1
24,9,35,2,30,46,13,0
17,14,30,35,10,14,11,0
28,1,2,46,24,45,11,0
20,38,14,15,45,34,41,1
6,31,43,24,4,26,43,1
34,16,21,13,15,15,34,0
11,4,41,49,47,26,6,1
29,34,8,25,43,45,18,1
3,48,37,22,46,43,41,1
22,29,7,38,29,22,7,0
5,42,19,31,40,37,20,1
34,43,19,20,42,29,34,1
14,41,17,42,12,48,32,1
3,2,45,5,35,46,18,0
40,3,47,6,45,19,10,0
41,36,7,17,46,18,21,1
26,37,47,38,9,24,15,1
18,35,7,39,47,16,43,1
23,4,40,26,37,35,43,1
34,46,14,43,40,37,28,1
4,39,22,20,41,8,10,0
28,7,37,13,24,10,43,0
48,46,33,23,11,5,29,1
33,5,8,36,18,23,5,0
1,27,25,22,27,42,36,1
47,38,25,30,1,46,2,1
16,42,11,24,43,30,45,1
26,19,18,44,42,48,17,1
36,44,49,33,40,21,8,1
26,28,37,1,36,2,38,0
31,7,9,4,3,47,8,0
10,38,8,16,30,28,9,0
20,40,37,41,32,21,8,1
14,6,14,8,40,48,44,0
36,24,7,21,3,10,6,0
23,48,19,23,27,21,37,1
3,11,26,13,16,13,4,0
10,10,21,20,34,43,24,0
18,20,30,33,43,19,43,1
26,46,29,42,25,43,48,1
11,38,4,44,49,1,4,0
45,26,14,2,36,46,25,1
11,44,36,9,30,36,14,1
44,43,43,23,6,12,11,1
34,17,47,33,7,9,40,1
20,37,40,6,37,9,38,1
26,35,9,22,43,18,32,1
37,16,20,9,39,5,26,0
45,14,5,49,45,10,37,1
23,23,28,14,14,44,36,1
41,43,40,3,48,13,8,1
38,37,35,13,12,34,32,1
32,34,29,43,35,46,44,1
19,47,47,32,9,39,10,1
20,15,17,2,18,20,45,0
32,41,18,47,49,8,23,1
3,45,27,42,26,17,16,1
25,9,5,11,34,4,31,0
14,48,32,34,48,44,46,1
31,46,34,15,46,35,41,1
1,37,32,38,41,49,16,1
13,12,48,13,1,48,22,0
6,43,47,22,44,5,8,0
49,49,32,32,9,5,36,1
8,9,31,45,5,33,42,0
33,29,42,34,42,41,9,1
12,24,44,41,12,9,35,1
28,6,14,14,9,36,24,0
33,12,26,6,34,12,17,0
13,36,9,5,46,29,7,0
14,11,1,45,8,28,8,0
6,33,36,16,43,16,47,1
35,49,37,29,33,18,11,1
47,29,26,33,13,26,26,1
1,9,11,45,24,47,46,1
31,47,49,34,14,33,40,1
10,10,26,40,7,42,7,0
49,16,33,11,34,47,44,1
2,3,49,19,28,30,19,0
8,36,48,20,8,29,12,0
18,31,33,2,47,43,9,1
42,14,3,40,42,18,15,0
18,26,46,47,30,40,8,1
18,40,39,24,6,49,8,1
29,2,25,20,45,12,37,0
29,31,27,31,34,23,17,1
48,8,3,7,46,4,28,0
36,47,37,49,29,14,24,1
40,4,31,30,47,48,11,1
43,3,5,39,40,7,35,0
47,23,40,36,28,4,13,1
9,43,34,3,19,41,9,0
38,30,31,38,15,39,42,1
29,19,22,17,23,14,7,0
6,38,11,10,15,39,26,0
13,30,40,47,15,31,6,1
47,48,2,5,17,28,10,0
26,33,19,1,46,10,22,0
31,29,1,6,21,10,31,0
37,48,15,35,31,37,27,1
2,32,7,11,25,18,19,0
44,30,47,7,5,18,8,0
2,45,33,21,26,30,16,0
21,37,11,4,10,16,47,0
27,39,28,18,6,24,47,1
34,28,38,26,30,21,26,1
28,48,26,44,43,38,8,1
22,36,2,30,36,41,9,1
41,19,9,13,23,45,7,0
6,13,7,32,14,48,2,0
44,6,49,1,1,2,38,0
29,27,6,40,29,20,2,0
32,35,22,12,30,39,47,1
43,3,36,2,48,13,11,0
10,20,9,5,2,9,29,0
22,28,38,15,16,2,48,0
26,21,7,11,14,22,20,0
17,42,6,16,44,25,15,0
28,8,30,22,3,36,38,0
22,44,17,4,7,28,38,0
11,17,40,38,5,14,35,0
11,38,9,9,27,37,6,0
26,23,4,30,19,42,7,0
12,5,39,2,10,7,42,0
33,22,41,23,32,45,49,1
1,26,43,14,43,37,11,0
8,15,37,28,44,4,21,0
20,13,20,47,37,35,41,1
8,41,2,2,9,4,4,0
25,6,12,16,4,23,36,0
47,43,6,30,44,21,43,1
33,49,4,20,38,48,16,1
46,41,36,3,23,11,39,1
35,41,49,27,40,42,35,1
33,34,4,49,41,16,2,1
10,26,21,27,19,20,23,0
12,8,25,10,26,46,16,0
39,4,4,43,30,48,36,1
2,28,46,30,28,19,25,1
31,6,16,10,22,45,23,0
31,11,19,9,12,14,10,0
25,25,2,43,32,36,41,1
5,5,14,22,15,10,14,0
39,40,8,6,11,3,49,0
40,16,45,48,28,34,43,1
8,11,23,28,9,6,45,0
7,23,17,35,37,3,34,0
8,22,32,49,20,34,45,1
3,34,24,42,7,20,43,0
41,19,39,45,33,15,15,1
42,45,9,17,17,29,11,0
39,14,43,43,6,40,38,1
7,40,11,35,6,45,45,1
20,40,41,2,30,7,10,0
10,48,19,28,32,35,21,1
43,18,27,37,45,10,38,1
46,44,10,18,35,2,12,0
17,10,32,21,31,14,32,0
29,22,13,8,35,22,38,0
30,42,39,5,16,1,40,0
30,8,15,11,43,32,6,0
15,6,44,42,30,33,27,1
28,31,33,42,18,41,35,1
5,43,21,33,5,24,38,0
43,36,14,18,49,20,46,1
37,39,43,1,24,48,9,1
26,21,14,6,22,4,46,0
13,14,11,5,4,27,25,0
